Store_ID,Group_ID
278,988d8e93-68be-49b8-8d33-5f66b182c598
281,8fdda672-90f0-4bf1-a6f0-dd55958f327e
223,30a5aa71-25eb-4404-b39d-5a8e4560ff88
314,88b6d546-c371-4a82-97fd-a5452d069c80
321,1b598f58-87ba-4f52-ae74-0b8e4b4c63ba
282,d9d7c653-b819-4ed0-a5ee-9bb9034f479f
291,70fc9e79-c4cc-4f7a-8261-12201fd8d407
319,2d075a26-8fdd-4763-b2e3-f0531deaf21e
256,305bf50d-8cfe-4d34-9a0d-b3aade03e8f1
410,25458464-2f22-448f-9e79-c8a6409265d1
411,33f92e0a-0f98-4788-a575-bd8e1c7faa8e
306,3c582168-0699-4040-afa6-271ad5d55963
221,0e000106-cba9-4a3d-a589-ea3416ea4266
239,bfc96b80-ca46-4568-a79e-c8f784943470
251,6d98f943-2ab6-4a00-8fe1-4a5f6e915e51
324,ccedab72-235e-40c0-983c-a89a326067ee
407,0d23feb2-b9f5-48a6-8305-f8ec3c5c45d8
333,5695b870-3dd5-40fb-8a1f-dbe30c81dd18
330,cc49f824-04d0-4795-a8bb-c31bdaaefc8b
277,a0fc27cd-875d-4420-8d35-2b2dd2ba8086
286,84551bb7-16cb-4c58-becd-a50b5179e4d1
293,f2bbe621-0571-4393-9343-011fe9cd2a98
231,758304d5-3cdf-467a-87d5-cf73cdd12264
210,b01fcd80-99ec-470a-8dcd-246c0d9c14fb
250,0153cf65-d192-46fd-89b1-ef687349ad35
214,c43f015e-ce24-4970-a87f-63cf12874faa
212,e0d6dba7-0d95-4843-8ce6-12f68455be27
350,b48ab2a7-8e53-4899-9156-a26f1560ef78
322,37295528-17b5-448c-90a1-55a5c6d6ccac
414,f6f6457f-0a80-467e-8797-382ab2dfa3a7
406,42e32f2b-a7f9-4992-98c7-1d59601264e4
292,11d82fb0-bcb4-4310-9505-51f15fab8f4a
228,e2f61923-6f4d-4255-b759-9cac726591d9
353,864cd10a-3eda-4eb8-b1ac-4fa68fc1159f
252,5aa534f0-99d0-4c92-980d-73d4620dbeff
238,f5ed9535-f156-4a0e-8061-383d72670aa8
229,e7b5be53-4a1b-48f4-9533-2992e42da0b1
307,6bc4f6ca-d812-411d-91d5-5679c4dd44e0
356,0dc641f1-ceef-478a-9bf0-07b006f9305e
312,380448ce-0a22-4fce-a6b6-1a3d7629cd3b
273,545587eb-6467-41b0-9a3c-9321f5097b38
289,a1c092e2-4932-467a-8f16-0207acf1e97f
332,ad9f2320-a5ad-45f3-9aaa-3368b7553be3
237,b72acb11-1562-474a-b1c1-a1bc8e5cce90
317,ace7ac5b-2b8b-46cf-93d5-29dea0e80369
226,0ef3efa8-567d-4486-9ff6-09d9191c36d0
259,1f81720f-7944-4d83-9dde-ee63941b1435
230,834e6e67-f1f8-4cf6-9692-f646136b1569
308,26ff8751-0d46-490f-a51c-a9169ec4febb
244,109e29ca-75e1-47c2-81f5-12599f1fcfd7
216,d6377f95-2e90-4988-bef1-b5a23cae65f6
343,8ad346bf-c6ad-4b61-ad7b-bb12bd23a84e
222,15ceecb8-9373-4fec-ae0f-ff5cbc8daeb9
340,b2a1014e-a056-410e-9e27-f88db8650971
242,3f186bb4-b7df-4bb5-826a-30ad6492baf9
355,dda084a2-2823-45f4-8370-23f2e886bdc7
270,ad321f78-23bc-47c3-bea4-467add5ad12c
265,92552436-f3a8-4bf3-8d53-3dc4aabc93c9
417,d7aec89c-e583-4d23-b3b6-9f77702b9df3
351,00653bd9-e03c-4403-b98e-0453a2f2f311
290,2e92f22f-fab0-4c6f-9e85-314311393ed8
404,ea019a03-8acf-4668-a772-fc87ca85f770
254,fee2e538-b4ec-4b97-836c-56ed11a1d7a5
258,f69b087e-d34e-4243-b067-00d536a0180d
263,871bea92-7198-4abc-9b89-2df7886b0606
360,b7f51223-620f-415e-89d4-6ff06cc89937
217,6bae6ba7-8f9f-42bb-8464-4dbe31c960ca
262,c93fa8ed-f9c1-4ec8-8a60-4e5581141c66
235,522ee9df-e0dd-4340-9f8b-43becc04ca80
358,d899c862-bba5-4009-87e0-d0ec87089301
315,0615f424-04fc-41c3-bcb9-d2fa1d17a238
320,8af88e57-0ab9-4d0a-b1eb-0433bfcdcbb0
287,b02473e1-1aa7-4a15-89be-60a9f6072551
323,bf6e76f8-908b-4cb6-8198-f2a238fecf6d
310,8720cebb-e6ec-46d5-8b2b-8a93dd73fe91
224,0db7df4a-413c-4e84-b01d-09af9cb62a41
257,ecb548b4-f0a1-48dd-b680-1613c7d65408
245,3c670ef6-44d8-4212-8830-f480cb47fe19
275,9f7d3339-256d-4cbe-bd37-4443000c5793
311,185f077f-641c-4bba-bc14-5eb91fcbef44
313,8b5cb0de-e53f-4c24-88b7-18573d5c1f37
418,c5e34eeb-c139-4c55-926c-f1371f59c227
247,57a4f3ef-a3b8-4f80-8572-1e0b821bb57d
261,d5228e68-0d87-4d83-acc6-7ccb863fcd1a
211,ba634c5a-1161-45ef-b9a6-58d5a8875418
260,510f63fc-7f90-4d99-8240-2986a554b354
233,8b4ed80e-d799-4106-a430-1ab86dca1ddc
329,afba2213-89fa-455a-bdb0-e5b4b5e31898
339,d6c0d048-c6db-418b-bd80-6c888d730327
335,40742d1e-f321-4825-876f-a54623508d0c
405,8debb01f-4766-4743-a742-3a5060b7ec73
409,60409910-a265-4ae2-b260-b9207f61ccdb
318,f661ccc1-57d6-4ea3-8116-02181a85c3dd
338,aef1eabc-48b6-4b94-8aa1-fe73d5c205c7
243,1a43da36-1980-4e1b-a82d-041c1a5016fc
220,bdb09309-cff0-4a4a-9630-6a95a3bc4955
207,48b16792-799e-4e98-8bca-e084a60de239
